region;country;zone;lat;lon;url;ref
europe;germany;wallgau alpenwelt karwendel golf und landclub karwendel;47.5267596;11.2948796;https://worldcam.eu/webcams/europe/germany/30157-wallgau-alpenwelt-karwendel-golf-und-landclub-karwendel;30157
europe;croatia;hvar zavala;43.109814;16.698567;https://worldcam.eu/webcams/europe/croatia/20297-hvar-zavala;20297
europe;czech republic;liberec jested ski resort;50.7366251;15.0106731;https://worldcam.eu/webcams/europe/czech-republic/35189-liberec-jested-ski-resort;35189
europe;kosovo;orllan batllava lake;42.8185902;21.3421731;https://worldcam.eu/webcams/europe/kosovo/30213-orllan-batllava-lake;30213
europe;greece;rhodes ialysos;36.4152361;28.1690163;https://worldcam.eu/webcams/europe/greece/31834-rhodes-ialysos;31834
europe;portugal;cascais praia da ribeira;38.7002238;-9.4164834;https://worldcam.eu/webcams/europe/portugal/15980-cascais-praia-da-ribeira;15980
europe;united kingdom;fort william nevis range mountain resort;56.852154;-4.99906;https://worldcam.eu/webcams/europe/united-kingdom/19362-fort-william-nevis-range-mountain-resort;19362
europe;italy;gubbio piazza grande;43.3534175;12.5788666;https://worldcam.eu/webcams/europe/italy/18998-gubbio-piazza-grande;18998
europe;croatia;baska voda podluka beach;43.3597609;16.9447884;https://worldcam.eu/webcams/europe/croatia/19576-baska-voda-podluka-beach;19576
europe;germany;ostseebad rerik camping ostsee campingpark rerik;54.1122281;11.6326126;https://worldcam.eu/webcams/europe/germany/18536-ostseebad-rerik-camping-ostsee-campingpark-rerik;18536
europe;france;damgan beach;47.5136841;-2.5527908;https://worldcam.eu/webcams/europe/france/29512-damgan-beach;29512
europe;germany;rheinfelden eichsel;47.596341;7.7572125;https://worldcam.eu/webcams/europe/germany/25606-rheinfelden-eichsel;25606
europe;united kingdom;sennen cove sennen beach;50.0805241;-5.6952669;https://worldcam.eu/webcams/europe/united-kingdom/26469-sennen-cove-sennen-beach;26469
europe;italy;lido di spina beach;44.6500389;12.2545468;https://worldcam.eu/webcams/europe/italy/8612-lido-di-spina-beach;8612
europe;hungary;kaposvar weather station;46.370431;17.7950439;https://worldcam.eu/webcams/europe/hungary/30827-kaposvar-weather-station;30827
europe;spain;mallorca el toro;39.4846026;2.480492;https://worldcam.eu/webcams/europe/spain/29097-mallorca-el-toro;29097
europe;spain;la manga beach;37.6867607;-0.7358097;https://worldcam.eu/webcams/europe/spain/22010-la-manga-beach;22010
europe;croatia;baska voda beach;43.3472521;16.9565142;https://worldcam.eu/webcams/europe/croatia/12149-baska-voda-beach;12149
europe;austria;schwaz panoramic view;47.3343689;11.6338861;https://worldcam.eu/webcams/europe/austria/35407-schwaz-panoramic-view;35407
europe;italy;santangelo lodigiano via cavour;45.2437643;9.4053079;https://worldcam.eu/webcams/europe/italy/31784-santangelo-lodigiano-via-cavour;31784
europe;slovakia;strbske pleso strba;49.1245701;20.0614903;https://worldcam.eu/webcams/europe/slovakia/13213-strbske-pleso-strba;13213
europe;italy;la val church;46.6351607;11.9192866;https://worldcam.eu/webcams/europe/italy/19641-la-val-church;19641
europe;italy;madonna di campiglio patascoss groste;46.2258529;10.8721587;https://worldcam.eu/webcams/europe/italy/17638-madonna-di-campiglio-patascoss-groste;17638
europe;croatia;murter jezera trg jezerana;43.7613846;15.6312001;https://worldcam.eu/webcams/europe/croatia/26879-murter-jezera-trg-jezerana;26879
europe;italy;acquafondata piazza dei caduti;41.5430245;13.9521051;https://worldcam.eu/webcams/europe/italy/35883-acquafondata-piazza-dei-caduti;35883
europe;italy;san bartolomeo al mare beach;43.9401198;8.1004757;https://worldcam.eu/webcams/europe/italy/20865-san-bartolomeo-al-mare-beach;20865
europe;united kingdom;hayle paradise park penguins;50.1790161;-5.4252381;https://worldcam.eu/webcams/europe/united-kingdom/15131-hayle-paradise-park-penguins;15131
europe;italy;canazei saint florian church;46.4766118;11.7738885;https://worldcam.eu/webcams/europe/italy/18919-canazei-saint-florian-church;18919
europe;italy;ferrara cathedral;44.835386;11.6198977;https://worldcam.eu/webcams/europe/italy/21786-ferrara-cathedral;21786
europe;italy;montedinove piazza del duca;42.9739784;13.5774708;https://worldcam.eu/webcams/europe/italy/14460-montedinove-piazza-del-duca;14460
europe;italy;florence brunelleschis dome giottos bell tower;43.7728578;11.2557822;https://worldcam.eu/webcams/europe/italy/3455-florence-brunelleschis-dome-giottos-bell-tower;3455
europe;sweden;laholm stortorget;56.5055129;13.036296;https://worldcam.eu/webcams/europe/sweden/20143-laholm-stortorget;20143
europe;italy;sardinia la maddalena squalo iv;41.2137629;9.4078884;https://worldcam.eu/webcams/europe/italy/24512-sardinia-la-maddalena-squalo-iv;24512
europe;italy;volterra piazza dei priori;43.4020964;10.8597101;https://worldcam.eu/webcams/europe/italy/28191-volterra-piazza-dei-priori;28191
europe;france;montricher albanne les karellis;45.2279628;6.4050531;https://worldcam.eu/webcams/europe/france/20352-montricher-albanne-les-karellis;20352
europe;norway;bergen ulriken;60.3774858;5.3869521;https://worldcam.eu/webcams/europe/norway/129-bergen-ulriken;129
europe;france;formigueres ski station;42.623574;2.072143;https://worldcam.eu/webcams/europe/france/28078-formigueres-ski-station;28078
europe;italy;pisa leaning tower cathedral;43.7229282;10.3956604;https://worldcam.eu/webcams/europe/italy/17961-pisa-leaning-tower-cathedral;17961
europe;italy;milan panoramic view peregrine falcon;45.4873887;9.1717963;https://worldcam.eu/webcams/europe/italy/25326-milan-panoramic-view-peregrine-falcon;25326
europe;czech republic;mala moravka karlov;50.0474518;17.264751;https://worldcam.eu/webcams/europe/czech-republic/14556-mala-moravka-karlov;14556
europe;germany;saarburg castle;49.6098273;6.5553966;https://worldcam.eu/webcams/europe/germany/31285-saarburg-castle;31285
europe;greece;gavrio bungalows chryssa;37.881289;24.744885;https://worldcam.eu/webcams/europe/greece/8971-gavrio-bungalows-chryssa;8971
europe;united kingdom;porlock weir;51.2177492;-3.6265668;https://worldcam.eu/webcams/europe/united-kingdom/26032-porlock-weir;26032
europe;czech republic;destne v orlickych horach;50.29941;16.3628491;https://worldcam.eu/webcams/europe/czech-republic/583-destne-v-orlickych-horach;583
europe;croatia;pakostane drage lake vrana;43.8865393;15.5515742;https://worldcam.eu/webcams/europe/croatia/19600-pakostane-drage-lake-vrana;19600
europe;croatia;rogoznica marina frapa;43.5291631;15.9623627;https://worldcam.eu/webcams/europe/croatia/30339-rogoznica-marina-frapa;30339
europe;ukraine;feodosiya;45.0520061;35.3781144;https://worldcam.eu/webcams/europe/ukraine/4621-feodosiya;4621
europe;croatia;fazana harbour;44.9271791;13.8024857;https://worldcam.eu/webcams/europe/croatia/17009-fazana-harbour;17009
europe;germany;neuharlingersiel;53.6833484;7.6835042;https://worldcam.eu/webcams/europe/germany/5397-neuharlingersiel;5397
europe;germany;kiel panoramic view;54.3778083;10.1839179;https://worldcam.eu/webcams/europe/germany/7881-kiel-panoramic-view;7881
europe;italy;latsch panoramic view;46.6225951;10.857268;https://worldcam.eu/webcams/europe/italy/18241-latsch-panoramic-view;18241
europe;france;nice harbour;43.6953897;7.2851385;https://worldcam.eu/webcams/europe/france/34999-nice-harbour;34999
europe;italy;peschici baia di peschici;41.9449506;16.0081368;https://worldcam.eu/webcams/europe/italy/31682-peschici-baia-di-peschici;31682
europe;austria;mariapfarr fanningberg bergstation;47.1693015;13.6932952;https://worldcam.eu/webcams/europe/austria/9125-mariapfarr-fanningberg-bergstation;9125
europe;netherlands;elburg jufferenstraat;52.4479518;5.8352044;https://worldcam.eu/webcams/europe/netherlands/28129-elburg-jufferenstraat;28129
europe;austria;ried im innkreis ried kirchheim airfield;48.2115867;13.3465568;https://worldcam.eu/webcams/europe/austria/31778-ried-im-innkreis-ried-kirchheim-airfield;31778
europe;romania;valea doftanei tesila;45.2912101;25.730238;https://worldcam.eu/webcams/europe/romania/34754-valea-doftanei-tesila;34754
europe;finland;raisio marina;60.4634785;22.1176347;https://worldcam.eu/webcams/europe/finland/30199-raisio-marina;30199
europe;france;seignosse;43.7054543;-1.3939411;https://worldcam.eu/webcams/europe/france/25901-seignosse;25901
europe;austria;nassfeld;46.5666661;13.2727258;https://worldcam.eu/webcams/europe/austria/9069-nassfeld;9069
europe;france;font romeu odeillo via les airelles;42.5206434;2.034782;https://worldcam.eu/webcams/europe/france/20226-font-romeu-odeillo-via-les-airelles;20226
europe;italy;badia sanctuary of santa croce;45.1915401;11.6004099;https://worldcam.eu/webcams/europe/italy/31342-badia-sanctuary-of-santa-croce;31342
europe;italy;fano piazza xx settembre;43.8435976;13.017551;https://worldcam.eu/webcams/europe/italy/16395-fano-piazza-xx-settembre;16395
europe;france;villefranche sur mer port departemental de la darse;43.6994399;7.3101032;https://worldcam.eu/webcams/europe/france/5906-villefranche-sur-mer-port-departemental-de-la-darse;5906
europe;czech republic;holesov namesti doktora edvarda benese;49.3323641;17.5789819;https://worldcam.eu/webcams/europe/czech-republic/8641-holesov-namesti-doktora-edvarda-benese;8641
europe;italy;pontedera laghi braccini;43.6600799;10.6625158;https://worldcam.eu/webcams/europe/italy/25222-pontedera-laghi-braccini;25222
europe;united kingdom;hartland hartland quay;50.9946051;-4.5338098;https://worldcam.eu/webcams/europe/united-kingdom/27926-hartland-hartland-quay;27926
europe;italy;marsala stagnone kiteboarding;37.8700813;12.4704005;https://worldcam.eu/webcams/europe/italy/34409-marsala-stagnone-kiteboarding;34409
europe;switzerland;lausanne bees;46.5465829;6.6841006;https://worldcam.eu/webcams/europe/switzerland/35063-lausanne-bees;35063
europe;united kingdom;tynemouth long sands beach;55.0279061;-1.4253484;https://worldcam.eu/webcams/europe/united-kingdom/34000-tynemouth-long-sands-beach;34000
europe;italy;torre san giovanni green bay;39.8951505;18.1083859;https://worldcam.eu/webcams/europe/italy/12676-torre-san-giovanni-green-bay;12676
europe;italy;bagnoli irpino lake laceno;40.8068644;15.0972038;https://worldcam.eu/webcams/europe/italy/180-bagnoli-irpino-lake-laceno;180
europe;portugal;vila praia de ancora beach;41.8180318;-8.8568185;https://worldcam.eu/webcams/europe/portugal/26295-vila-praia-de-ancora-beach;26295
europe;netherlands;marken lighthouse;52.4597982;5.1390517;https://worldcam.eu/webcams/europe/netherlands/17024-marken-lighthouse;17024
europe;spain;majorca font de sa cala;39.6818154;3.4522518;https://worldcam.eu/webcams/europe/spain/11080-majorca-font-de-sa-cala;11080
europe;portugal;aljezur odeceixe beach;37.4424261;-8.7976176;https://worldcam.eu/webcams/europe/portugal/33206-aljezur-odeceixe-beach;33206
europe;germany;filsum lammertsfehn storks;53.2684239;7.6693932;https://worldcam.eu/webcams/europe/germany/28688-filsum-lammertsfehn-storks;28688
europe;germany;schonberg schonberger strand;54.4132794;10.412145;https://worldcam.eu/webcams/europe/germany/19673-schonberg-schonberger-strand;19673
europe;bulgaria;shabla tyulenovo;43.494101;28.5797604;https://worldcam.eu/webcams/europe/bulgaria/32298-shabla-tyulenovo;32298
europe;greece;zacharo gulf of kyparissia;37.483154;21.649206;https://worldcam.eu/webcams/europe/greece/34129-zacharo-gulf-of-kyparissia;34129
europe;france;meolans revel ubaye river;44.3688136;6.4988497;https://worldcam.eu/webcams/europe/france/30116-meolans-revel-ubaye-river;30116
europe;italy;ostuni panoramic view;40.7322864;17.5806844;https://worldcam.eu/webcams/europe/italy/10497-ostuni-panoramic-view;10497
europe;austria;holzgau panoramic view;47.2584212;10.3471;https://worldcam.eu/webcams/europe/austria/25400-holzgau-panoramic-view;25400
europe;italy;baitoni bondone;45.8088929;10.5405365;https://worldcam.eu/webcams/europe/italy/20098-baitoni-bondone;20098
europe;croatia;unije beach;44.6517566;14.2888019;https://worldcam.eu/webcams/europe/croatia/18719-unije-beach;18719
europe;czech republic;plzen plzen 1;49.7773224;13.3760882;https://worldcam.eu/webcams/europe/czech-republic/34852-plzen-plzen-1;34852
europe;united kingdom;brixham shoalstone seawater pool;50.401233;-3.498759;https://worldcam.eu/webcams/europe/united-kingdom/26770-brixham-shoalstone-seawater-pool;26770
europe;united kingdom;bexhill on sea beach;50.8377162;0.4771155;https://worldcam.eu/webcams/europe/united-kingdom/34684-bexhill-on-sea-beach;34684
europe;italy;colico lake como;46.124713;9.3536911;https://worldcam.eu/webcams/europe/italy/30243-colico-lake-como;30243
europe;hungary;komarom szabadsag ter jokai ter szabadstrand;47.7534636;18.0690704;https://worldcam.eu/webcams/europe/hungary/5884-komarom-szabadsag-ter-jokai-ter-szabadstrand;5884
europe;croatia;pag katine bridge;44.4429444;15.0532234;https://worldcam.eu/webcams/europe/croatia/13976-pag-katine-bridge;13976
europe;slovenia;smartno panoramic view;46.0753292;14.0162944;https://worldcam.eu/webcams/europe/slovenia/21123-smartno-panoramic-view;21123
europe;switzerland;zurich leutschenbach;47.4166494;8.5627727;https://worldcam.eu/webcams/europe/switzerland/14370-zurich-leutschenbach;14370
europe;russia;kamchatka peninsula petropavlovsk kamchatsky;56.1327372;159.5314398;https://worldcam.eu/webcams/europe/russia/24990-kamchatka-peninsula-petropavlovsk-kamchatsky;24990
europe;portugal;comporta beach;38.3809097;-8.8035364;https://worldcam.eu/webcams/europe/portugal/33226-comporta-beach;33226
europe;ireland;carlow holy family church;52.8360968;-6.911663;https://worldcam.eu/webcams/europe/ireland/9395-carlow-holy-family-church;9395
europe;italy;salerno piazza portanova;40.678037;14.762475;https://worldcam.eu/webcams/europe/italy/15436-salerno-piazza-portanova;15436
europe;greece;crete gazi fodele;35.3646049;25.0302888;https://worldcam.eu/webcams/europe/greece/30580-crete-gazi-fodele;30580
europe;spain;noja playa de trengandin;43.4795165;-3.5159791;https://worldcam.eu/webcams/europe/spain/34059-noja-playa-de-trengandin;34059
europe;france;vannes port;47.6514899;-2.757531;https://worldcam.eu/webcams/europe/france/23974-vannes-port;23974
europe;czech republic;veseli nad moravou ice rink;48.953972;17.3774222;https://worldcam.eu/webcams/europe/czech-republic/34525-veseli-nad-moravou-ice-rink;34525
europe;united kingdom;dorchester barn owl;51.5982198;-1.256324;https://worldcam.eu/webcams/europe/united-kingdom/6449-dorchester-barn-owl;6449
europe;croatia;voloder stari macek cat shelter;45.5292996;16.6651495;https://worldcam.eu/webcams/europe/croatia/16204-voloder-stari-macek-cat-shelter;16204
europe;france;vallorcine refuge de loriaz;46.0389234;6.9129579;https://worldcam.eu/webcams/europe/france/34896-vallorcine-refuge-de-loriaz;34896
europe;italy;calalzo di cadore dolomites;46.4632517;12.3269116;https://worldcam.eu/webcams/europe/italy/32309-calalzo-di-cadore-dolomites;32309
europe;spain;a coruna playa del matadero;43.3755022;-8.4037625;https://worldcam.eu/webcams/europe/spain/25595-a-coruna-playa-del-matadero;25595
europe;croatia;sibenik poljana square;43.7344775;15.8935472;https://worldcam.eu/webcams/europe/croatia/15122-sibenik-poljana-square;15122
europe;italy;bedollo panoramic view;46.2052907;11.2090639;https://worldcam.eu/webcams/europe/italy/29137-bedollo-panoramic-view;29137
europe;italy;volterra tuscan hills;43.4041342;10.8626534;https://worldcam.eu/webcams/europe/italy/25962-volterra-tuscan-hills;25962
europe;spain;ribadeo marina;43.5399072;-7.0364628;https://worldcam.eu/webcams/europe/spain/33433-ribadeo-marina;33433
europe;greece;crete psychro greek mythology thematic park;35.165065;25.4468824;https://worldcam.eu/webcams/europe/greece/28204-crete-psychro-greek-mythology-thematic-park;28204
europe;netherlands;tilburg peregrine falcon;51.5526845;5.0948571;https://worldcam.eu/webcams/europe/netherlands/29004-tilburg-peregrine-falcon;29004
europe;ukraine;prymorsk beach;46.7080907;36.3740051;https://worldcam.eu/webcams/europe/ukraine/19797-prymorsk-beach;19797
europe;italy;bormio 3000 cima bianca;46.4438363;10.3885514;https://worldcam.eu/webcams/europe/italy/14655-bormio-3000-cima-bianca;14655
europe;russia;tulun several views;54.564787;100.5871255;https://worldcam.eu/webcams/europe/russia/17144-tulun-several-views;17144
europe;austria;vienna haus des meeres;48.1976597;16.3529556;https://worldcam.eu/webcams/europe/austria/25303-vienna-haus-des-meeres;25303
europe;czech republic;maple mountains kohutka;49.2946891;18.2296916;https://worldcam.eu/webcams/europe/czech-republic/610-maple-mountains-kohutka;610
europe;france;antibes port vauban;43.5854175;7.1271802;https://worldcam.eu/webcams/europe/france/19924-antibes-port-vauban;19924
europe;italy;alassio beach;44.007439;8.1661473;https://worldcam.eu/webcams/europe/italy/16311-alassio-beach;16311
europe;germany;berlin brandenburg gate;52.5162746;13.3777041;https://worldcam.eu/webcams/europe/germany/3354-berlin-brandenburg-gate;3354
europe;france;brest place de la liberte moulin blanc;48.397684;-4.448112;https://worldcam.eu/webcams/europe/france/42-brest-place-de-la-liberte-moulin-blanc;42
europe;italy;guardialfiera lake of guardialfiera;41.8048436;14.8296477;https://worldcam.eu/webcams/europe/italy/21304-guardialfiera-lake-of-guardialfiera;21304
europe;slovenia;gorenja vas panoramic view;46.2523817;14.2416997;https://worldcam.eu/webcams/europe/slovenia/25670-gorenja-vas-panoramic-view;25670
europe;spain;zarautz;43.2839068;-2.1693322;https://worldcam.eu/webcams/europe/spain/8211-zarautz;8211
europe;united kingdom;winchester peregrine falcons;51.0606892;-1.3131538;https://worldcam.eu/webcams/europe/united-kingdom/28963-winchester-peregrine-falcons;28963
europe;czech republic;ramzova;50.1967929;17.0648604;https://worldcam.eu/webcams/europe/czech-republic/663-ramzova;663
europe;italy;sardinia santa teresa gallura rena bianca beach;41.2449872;9.1889165;https://worldcam.eu/webcams/europe/italy/25671-sardinia-santa-teresa-gallura-rena-bianca-beach;25671
europe;slovakia;liskova storks;49.105597;19.3579399;https://worldcam.eu/webcams/europe/slovakia/17999-liskova-storks;17999
europe;italy;dervio lake como;46.0812622;9.3075833;https://worldcam.eu/webcams/europe/italy/19194-dervio-lake-como;19194
europe;austria;lesachtal plasegge;46.6908494;12.79222;https://worldcam.eu/webcams/europe/austria/24960-lesachtal-plasegge;24960
europe;russia;ulan ude traffic;51.8299075;107.616164;https://worldcam.eu/webcams/europe/russia/14957-ulan-ude-traffic;14957
europe;united kingdom;dunster village centre;51.1831822;-3.4452653;https://worldcam.eu/webcams/europe/united-kingdom/26839-dunster-village-centre;26839
europe;croatia;peljesac viganj antony boy autocamp;42.9786876;17.1094527;https://worldcam.eu/webcams/europe/croatia/16796-peljesac-viganj-antony-boy-autocamp;16796
europe;austria;neustift eisgrat;47.0000568;11.1385688;https://worldcam.eu/webcams/europe/austria/9247-neustift-eisgrat;9247
europe;croatia;makarska riviera;43.2340961;17.1402515;https://worldcam.eu/webcams/europe/croatia/13827-makarska-riviera;13827
europe;greece;crete plakias souda beach;35.1918936;24.3657701;https://worldcam.eu/webcams/europe/greece/29358-crete-plakias-souda-beach;29358
europe;germany;butjadingen fedderwardersiel;53.5950415;8.354798;https://worldcam.eu/webcams/europe/germany/28933-butjadingen-fedderwardersiel;28933
europe;germany;munich marienplatz;48.1370339;11.5758134;https://worldcam.eu/webcams/europe/germany/9568-munich-marienplatz;9568
europe;austria;neustift im stubaital hochstubai bergstation panoramabahn elfer;47.1045709;11.3185963;https://worldcam.eu/webcams/europe/austria/9248-neustift-im-stubaital-hochstubai-bergstation-panoramabahn-elfer;9248
europe;united kingdom;widemouth bay beach;50.7915379;-4.5557714;https://worldcam.eu/webcams/europe/united-kingdom/28283-widemouth-bay-beach;28283
europe;france;le pouliguen;47.2732327;-2.4332877;https://worldcam.eu/webcams/europe/france/10921-le-pouliguen;10921
europe;germany;quedlinburg panoramic view;51.7708042;11.1558874;https://worldcam.eu/webcams/europe/germany/28938-quedlinburg-panoramic-view;28938
europe;italy;marinella selinunte;37.5976551;12.8418683;https://worldcam.eu/webcams/europe/italy/21755-marinella-selinunte;21755
europe;italy;giardini naxos beach;37.8284579;15.2698803;https://worldcam.eu/webcams/europe/italy/26891-giardini-naxos-beach;26891
europe;germany;winsen aller storks;52.6967288;9.8850418;https://worldcam.eu/webcams/europe/germany/28703-winsen-aller-storks;28703
europe;italy;simeri crichi simeri mare;38.866816;16.7008726;https://worldcam.eu/webcams/europe/italy/28816-simeri-crichi-simeri-mare;28816
europe;italy;chiavari marina;44.3135129;9.320699;https://worldcam.eu/webcams/europe/italy/21182-chiavari-marina;21182
europe;portugal;pedrogao grande praia fluvial do cabril;39.9213287;-8.1332386;https://worldcam.eu/webcams/europe/portugal/35640-pedrogao-grande-praia-fluvial-do-cabril;35640
europe;italy;rodi garganico levante beach;41.9306165;15.8931051;https://worldcam.eu/webcams/europe/italy/29708-rodi-garganico-levante-beach;29708
europe;united kingdom;great yarmouth marine parade;52.6054795;1.7366953;https://worldcam.eu/webcams/europe/united-kingdom/7842-great-yarmouth-marine-parade;7842
europe;belgium;heusden zolder circuit zolder;50.9887;5.2543254;https://worldcam.eu/webcams/europe/belgium/29174-heusden-zolder-circuit-zolder;29174
europe;greece;igoumenitsa mavroudi;39.5414937;20.2823352;https://worldcam.eu/webcams/europe/greece/13907-igoumenitsa-mavroudi;13907
europe;france;bormes les mimosas several views;43.1574743;6.361527;https://worldcam.eu/webcams/europe/france/26247-bormes-les-mimosas-several-views;26247
europe;spain;pontevedra panoramic view;42.4297647;-8.638227;https://worldcam.eu/webcams/europe/spain/27953-pontevedra-panoramic-view;27953
europe;france;saint quay portrieux plage du casino;48.6553958;-2.8368362;https://worldcam.eu/webcams/europe/france/17455-saint-quay-portrieux-plage-du-casino;17455
europe;italy;lago di castel san vincenzo;41.6487748;14.0530019;https://worldcam.eu/webcams/europe/italy/26543-lago-di-castel-san-vincenzo;26543
europe;portugal;leca da palmeira aterro beach;41.2084964;-8.715551;https://worldcam.eu/webcams/europe/portugal/31663-leca-da-palmeira-aterro-beach;31663
europe;serbia;belgrade traffic;44.8153593;20.4224682;https://worldcam.eu/webcams/europe/serbia/10585-belgrade-traffic;10585
europe;denmark;faroe islands vestmanna;62.1608745;-7.1652861;https://worldcam.eu/webcams/europe/denmark/27984-faroe-islands-vestmanna;27984
europe;lithuania;vilnius liepkalnis ski area;54.6555615;25.3070551;https://worldcam.eu/webcams/europe/lithuania/32460-vilnius-liepkalnis-ski-area;32460
europe;hungary;veszprem panorama;47.0927343;17.9106523;https://worldcam.eu/webcams/europe/hungary/14770-veszprem-panorama;14770
europe;greece;crete maleme mike hotel;35.5247471;23.8443977;https://worldcam.eu/webcams/europe/greece/12221-crete-maleme-mike-hotel;12221
europe;austria;gostling an der ybbs hochkarbahn bergstation;47.7146801;14.9099435;https://worldcam.eu/webcams/europe/austria/9076-gostling-an-der-ybbs-hochkarbahn-bergstation;9076
