region;country;zone;ref;url
africa;south africa;cape town boulders beach;32318;https://worldcam.eu/webcams/africa/south-africa/32318-cape-town-boulders-beach
africa;canary islands;gran canaria agaete valley los berrazales;32520;https://worldcam.eu/webcams/africa/canary-islands/32520-gran-canaria-agaete-valley-los-berrazales
africa;canary islands;lanzarote famara beach;32475;https://worldcam.eu/webcams/africa/canary-islands/32475-lanzarote-famara-beach
africa;canary islands;tenerife el medano;20999;https://worldcam.eu/webcams/africa/canary-islands/20999-tenerife-el-medano
africa;morocco;rabat zoo;21982;https://worldcam.eu/webcams/africa/morocco/21982-rabat-zoo
africa;south africa;muizenberg;10022;https://worldcam.eu/webcams/africa/south-africa/10022-muizenberg
africa;canary islands;la palma brena baja;20958;https://worldcam.eu/webcams/africa/canary-islands/20958-la-palma-brena-baja
africa;canary islands;gran canaria arguineguin playa las maranuelas;32725;https://worldcam.eu/webcams/africa/canary-islands/32725-gran-canaria-arguineguin-playa-las-maranuelas
africa;canary islands;gran canaria pasito blanco beach;20600;https://worldcam.eu/webcams/africa/canary-islands/20600-gran-canaria-pasito-blanco-beach
africa;canary islands;tenerife playa de las americas;21652;https://worldcam.eu/webcams/africa/canary-islands/21652-tenerife-playa-de-las-americas
africa;canary islands;tenerife punta del hidalgo altagay pool;26227;https://worldcam.eu/webcams/africa/canary-islands/26227-tenerife-punta-del-hidalgo-altagay-pool
africa;south africa;tembe elephant park;437;https://worldcam.eu/webcams/africa/south-africa/437-tembe-elephant-park
africa;canary islands;tenerife costa adeje puerto colon;32822;https://worldcam.eu/webcams/africa/canary-islands/32822-tenerife-costa-adeje-puerto-colon
africa;canary islands;tenerife puerto de la cruz maria jimenez beach;21636;https://worldcam.eu/webcams/africa/canary-islands/21636-tenerife-puerto-de-la-cruz-maria-jimenez-beach
africa;canary islands;la gomera san sebastian de la gomera;19834;https://worldcam.eu/webcams/africa/canary-islands/19834-la-gomera-san-sebastian-de-la-gomera
africa;namibia;windhoek snyman circle;519;https://worldcam.eu/webcams/africa/namibia/519-windhoek-snyman-circle
africa;canary islands;tenerife santa cruz maritime park;25672;https://worldcam.eu/webcams/africa/canary-islands/25672-tenerife-santa-cruz-maritime-park
africa;cape verde;sal santa maria pontao;16692;https://worldcam.eu/webcams/africa/cape-verde/16692-sal-santa-maria-pontao
africa;south africa;port alfred kowie;20782;https://worldcam.eu/webcams/africa/south-africa/20782-port-alfred-kowie
africa;tanzania;zanzibar matemwe beach;33733;https://worldcam.eu/webcams/africa/tanzania/33733-zanzibar-matemwe-beach
africa;canary islands;tenerife playa las vistas;12488;https://worldcam.eu/webcams/africa/canary-islands/12488-tenerife-playa-las-vistas
africa;mauritius;riviere noire flic en flac;29627;https://worldcam.eu/webcams/africa/mauritius/29627-riviere-noire-flic-en-flac
africa;canary islands;gran canaria el pajar beach;29091;https://worldcam.eu/webcams/africa/canary-islands/29091-gran-canaria-el-pajar-beach
africa;tanzania;zanzibar city stone town;30120;https://worldcam.eu/webcams/africa/tanzania/30120-zanzibar-city-stone-town
africa;kenya;chale island;13057;https://worldcam.eu/webcams/africa/kenya/13057-chale-island
africa;south africa;cape town va marina;19832;https://worldcam.eu/webcams/africa/south-africa/19832-cape-town-va-marina
africa;seychelles;mahe beau vallon beach;10015;https://worldcam.eu/webcams/africa/seychelles/10015-mahe-beau-vallon-beach
africa;canary islands;tenerife adeje las galgas beach;13340;https://worldcam.eu/webcams/africa/canary-islands/13340-tenerife-adeje-las-galgas-beach
africa;namibia;katima mulilo zambezi river;33573;https://worldcam.eu/webcams/africa/namibia/33573-katima-mulilo-zambezi-river
africa;canary islands;tenerife playa fanabe;489;https://worldcam.eu/webcams/africa/canary-islands/489-tenerife-playa-fanabe
africa;canary islands;gran canaria las palmas playa grande;15260;https://worldcam.eu/webcams/africa/canary-islands/15260-gran-canaria-las-palmas-playa-grande
africa;canary islands;santa cruz de tenerife plaza de espana;17789;https://worldcam.eu/webcams/africa/canary-islands/17789-santa-cruz-de-tenerife-plaza-de-espana
africa;canary islands;gran canaria maspalomas;20601;https://worldcam.eu/webcams/africa/canary-islands/20601-gran-canaria-maspalomas
africa;canary islands;tenerife masca valley;19289;https://worldcam.eu/webcams/africa/canary-islands/19289-tenerife-masca-valley
africa;canary islands;tenerife la orotava victoria gardens;32940;https://worldcam.eu/webcams/africa/canary-islands/32940-tenerife-la-orotava-victoria-gardens
africa;south africa;kruger national park;506;https://worldcam.eu/webcams/africa/south-africa/506-kruger-national-park
africa;canary islands;la palma santa cruz de la palma;21726;https://worldcam.eu/webcams/africa/canary-islands/21726-la-palma-santa-cruz-de-la-palma
africa;canary islands;gran canaria maspalomas playa del iingles coast view;32521;https://worldcam.eu/webcams/africa/canary-islands/32521-gran-canaria-maspalomas-playa-del-iingles-coast-view
africa;mauritius;riviere du rempart anse la raie;24987;https://worldcam.eu/webcams/africa/mauritius/24987-riviere-du-rempart-anse-la-raie
africa;canary islands;gran canaria anfi beach;14776;https://worldcam.eu/webcams/africa/canary-islands/14776-gran-canaria-anfi-beach
africa;canary islands;gran canaria las palmas la cicer beach;27731;https://worldcam.eu/webcams/africa/canary-islands/27731-gran-canaria-las-palmas-la-cicer-beach
africa;canary islands;gran canaria maspalomas playa del aguila;32474;https://worldcam.eu/webcams/africa/canary-islands/32474-gran-canaria-maspalomas-playa-del-aguila
africa;south africa;ballito thompson bay rock pool;17298;https://worldcam.eu/webcams/africa/south-africa/17298-ballito-thompson-bay-rock-pool
africa;r union fr;saint leu les colimacons;14969;https://worldcam.eu/webcams/africa/r-union-fr/14969-saint-leu-les-colimacons
africa;south africa;langebaan beach;26116;https://worldcam.eu/webcams/africa/south-africa/26116-langebaan-beach
africa;canary islands;tenerife costa adeje playa de torviscas;32119;https://worldcam.eu/webcams/africa/canary-islands/32119-tenerife-costa-adeje-playa-de-torviscas
africa;canary islands;tenerife el medano;12489;https://worldcam.eu/webcams/africa/canary-islands/12489-tenerife-el-medano
africa;south africa;durban ushaka beach;34381;https://worldcam.eu/webcams/africa/south-africa/34381-durban-ushaka-beach
africa;canary islands;la gomera valle gran rey;362;https://worldcam.eu/webcams/africa/canary-islands/362-la-gomera-valle-gran-rey
africa;canary islands;la gomera playa de santiago;514;https://worldcam.eu/webcams/africa/canary-islands/514-la-gomera-playa-de-santiago
africa;canary islands;tenerife costa adeje la pinta beach;18859;https://worldcam.eu/webcams/africa/canary-islands/18859-tenerife-costa-adeje-la-pinta-beach
africa;canary islands;tenerife puerto de la cruz teide;25446;https://worldcam.eu/webcams/africa/canary-islands/25446-tenerife-puerto-de-la-cruz-teide
africa;canary islands;la gomera san sebastian de la gomera;30466;https://worldcam.eu/webcams/africa/canary-islands/30466-la-gomera-san-sebastian-de-la-gomera
africa;canary islands;tenerife los gigantes;32939;https://worldcam.eu/webcams/africa/canary-islands/32939-tenerife-los-gigantes
africa;canary islands;tenerife buenavista del nte buenavista golf;17810;https://worldcam.eu/webcams/africa/canary-islands/17810-tenerife-buenavista-del-nte-buenavista-golf
africa;canary islands;el hierro frontera la maceta;16559;https://worldcam.eu/webcams/africa/canary-islands/16559-el-hierro-frontera-la-maceta
africa;morocco;essaouira beach;26380;https://worldcam.eu/webcams/africa/morocco/26380-essaouira-beach
africa;south africa;durban north beach;10405;https://worldcam.eu/webcams/africa/south-africa/10405-durban-north-beach
africa;morocco;essaouira beach;4237;https://worldcam.eu/webcams/africa/morocco/4237-essaouira-beach
africa;tanzania;zanzibar paje beach;13492;https://worldcam.eu/webcams/africa/tanzania/13492-zanzibar-paje-beach
africa;canary islands;fuerteventura playa el hierro;27569;https://worldcam.eu/webcams/africa/canary-islands/27569-fuerteventura-playa-el-hierro
africa;canary islands;tenerife playa de las americas;6672;https://worldcam.eu/webcams/africa/canary-islands/6672-tenerife-playa-de-las-americas
africa;south africa;cape town camps bay village;33636;https://worldcam.eu/webcams/africa/south-africa/33636-cape-town-camps-bay-village
africa;mauritius;la preneuse;24988;https://worldcam.eu/webcams/africa/mauritius/24988-la-preneuse
africa;canary islands;gran canaria pozo izquierdo;19856;https://worldcam.eu/webcams/africa/canary-islands/19856-gran-canaria-pozo-izquierdo
africa;canary islands;tenerife adeje gran hotel roca nivaria;26216;https://worldcam.eu/webcams/africa/canary-islands/26216-tenerife-adeje-gran-hotel-roca-nivaria
africa;canary islands;tenerife costa adeje playa del duque;18968;https://worldcam.eu/webcams/africa/canary-islands/18968-tenerife-costa-adeje-playa-del-duque
africa;south africa;knysna pezula nature retreat;33574;https://worldcam.eu/webcams/africa/south-africa/33574-knysna-pezula-nature-retreat
africa;canary islands;lanzarote puerto del carmen playa grande;19810;https://worldcam.eu/webcams/africa/canary-islands/19810-lanzarote-puerto-del-carmen-playa-grande
africa;canary islands;la palma los llanos de aridane plaza de espana;30277;https://worldcam.eu/webcams/africa/canary-islands/30277-la-palma-los-llanos-de-aridane-plaza-de-espana
africa;cape verde;sao vicente mindelo praia de laginha;20376;https://worldcam.eu/webcams/africa/cape-verde/20376-sao-vicente-mindelo-praia-de-laginha
africa;namibia;swakopmund jetty;30096;https://worldcam.eu/webcams/africa/namibia/30096-swakopmund-jetty
africa;canary islands;tenerife puerto de la cruz playa martianez;18744;https://worldcam.eu/webcams/africa/canary-islands/18744-tenerife-puerto-de-la-cruz-playa-martianez
africa;canary islands;tenerife el medano beach;14392;https://worldcam.eu/webcams/africa/canary-islands/14392-tenerife-el-medano-beach
africa;kenya;ol donyo lodge waterhole;20805;https://worldcam.eu/webcams/africa/kenya/20805-ol-donyo-lodge-waterhole
africa;canary islands;gran canaria el pagador el roque;32957;https://worldcam.eu/webcams/africa/canary-islands/32957-gran-canaria-el-pagador-el-roque
africa;kenya;diani beach;30652;https://worldcam.eu/webcams/africa/kenya/30652-diani-beach
africa;tanzania;zanzibar nungwi beach;24435;https://worldcam.eu/webcams/africa/tanzania/24435-zanzibar-nungwi-beach
africa;canary islands;gran canaria agaete mountains;21797;https://worldcam.eu/webcams/africa/canary-islands/21797-gran-canaria-agaete-mountains
africa;canary islands;gran canaria maspalomas playa el veril;29604;https://worldcam.eu/webcams/africa/canary-islands/29604-gran-canaria-maspalomas-playa-el-veril
africa;canary islands;tenerife karting club;12968;https://worldcam.eu/webcams/africa/canary-islands/12968-tenerife-karting-club
africa;canary islands;tenerife santa cruz de tenerife circulo de amistad;26586;https://worldcam.eu/webcams/africa/canary-islands/26586-tenerife-santa-cruz-de-tenerife-circulo-de-amistad
africa;mauritius;grand baie;24985;https://worldcam.eu/webcams/africa/mauritius/24985-grand-baie
africa;mauritius;le morne ile aux benitiers;25089;https://worldcam.eu/webcams/africa/mauritius/25089-le-morne-ile-aux-benitiers
africa;canary islands;tenerife las galletas marina del sur;14211;https://worldcam.eu/webcams/africa/canary-islands/14211-tenerife-las-galletas-marina-del-sur
africa;mauritius;pointe desny beach;25409;https://worldcam.eu/webcams/africa/mauritius/25409-pointe-desny-beach
africa;south africa;cape town muizenberg surfers corner;32785;https://worldcam.eu/webcams/africa/south-africa/32785-cape-town-muizenberg-surfers-corner
africa;canary islands;tenerife golf costa adeje;13264;https://worldcam.eu/webcams/africa/canary-islands/13264-tenerife-golf-costa-adeje
africa;south africa;skukuza kruger national park;28603;https://worldcam.eu/webcams/africa/south-africa/28603-skukuza-kruger-national-park
africa;south africa;kwa maritane;477;https://worldcam.eu/webcams/africa/south-africa/477-kwa-maritane
africa;cape verde;sal santa maria odjo dagua;433;https://worldcam.eu/webcams/africa/cape-verde/433-sal-santa-maria-odjo-dagua
africa;south africa;cape town bloubergstrand big bay beach;33904;https://worldcam.eu/webcams/africa/south-africa/33904-cape-town-bloubergstrand-big-bay-beach
africa;south africa;mossel bay pinnacle point beach golf resort;31537;https://worldcam.eu/webcams/africa/south-africa/31537-mossel-bay-pinnacle-point-beach-golf-resort
africa;south africa;ballito willard beach;19601;https://worldcam.eu/webcams/africa/south-africa/19601-ballito-willard-beach
africa;canary islands;fuerteventura el cotillo playa del muellito;27570;https://worldcam.eu/webcams/africa/canary-islands/27570-fuerteventura-el-cotillo-playa-del-muellito
africa;canary islands;gran canaria patalavaca beach;17670;https://worldcam.eu/webcams/africa/canary-islands/17670-gran-canaria-patalavaca-beach
africa;r union fr;saint pierre harbour;31230;https://worldcam.eu/webcams/africa/r-union-fr/31230-saint-pierre-harbour
africa;canary islands;gran canaria anfi del mar;24784;https://worldcam.eu/webcams/africa/canary-islands/24784-gran-canaria-anfi-del-mar
africa;canary islands;gran canaria arguinegui n playa costa alegre;29735;https://worldcam.eu/webcams/africa/canary-islands/29735-gran-canaria-arguinegui-n-playa-costa-alegre
africa;canary islands;tenerife las canadas del teide;13186;https://worldcam.eu/webcams/africa/canary-islands/13186-tenerife-las-canadas-del-teide
africa;mauritius;belle mare;25090;https://worldcam.eu/webcams/africa/mauritius/25090-belle-mare
africa;south africa;durban argyle pier battery beach;26081;https://worldcam.eu/webcams/africa/south-africa/26081-durban-argyle-pier-battery-beach
africa;tanzania;moshi mount kilimanjaro;16957;https://worldcam.eu/webcams/africa/tanzania/16957-moshi-mount-kilimanjaro
africa;south africa;ladysmith airfield;35674;https://worldcam.eu/webcams/africa/south-africa/35674-ladysmith-airfield
africa;canary islands;la gomera playa de santiago;20036;https://worldcam.eu/webcams/africa/canary-islands/20036-la-gomera-playa-de-santiago
africa;nigeria;lagos apapa container terminal outbound;26750;https://worldcam.eu/webcams/africa/nigeria/26750-lagos-apapa-container-terminal-outbound
africa;r union fr;le tampon trois mares;16820;https://worldcam.eu/webcams/africa/r-union-fr/16820-le-tampon-trois-mares
africa;canary islands;tenerife playa de troya;490;https://worldcam.eu/webcams/africa/canary-islands/490-tenerife-playa-de-troya
africa;canary islands;gran canaria maspalomas playa de san agustin;29698;https://worldcam.eu/webcams/africa/canary-islands/29698-gran-canaria-maspalomas-playa-de-san-agustin
africa;tanzania;zanzibar bwejuu;20267;https://worldcam.eu/webcams/africa/tanzania/20267-zanzibar-bwejuu
africa;mauritius;blue bay la cambuse;25410;https://worldcam.eu/webcams/africa/mauritius/25410-blue-bay-la-cambuse
africa;canary islands;tenerife costa martianez;18721;https://worldcam.eu/webcams/africa/canary-islands/18721-tenerife-costa-martianez
africa;south africa;richards bay dolphins;32470;https://worldcam.eu/webcams/africa/south-africa/32470-richards-bay-dolphins
africa;kenya;nairobi 88 nairobi condominium tower;25341;https://worldcam.eu/webcams/africa/kenya/25341-nairobi-88-nairobi-condominium-tower
africa;canary islands;gran canaria puerto rico marina beach;15764;https://worldcam.eu/webcams/africa/canary-islands/15764-gran-canaria-puerto-rico-marina-beach
africa;canary islands;fuerteventura playa de la pared;30472;https://worldcam.eu/webcams/africa/canary-islands/30472-fuerteventura-playa-de-la-pared
africa;canary islands;fuerteventura corralejo beach;19222;https://worldcam.eu/webcams/africa/canary-islands/19222-fuerteventura-corralejo-beach
africa;canary islands;lanzarote airport;17978;https://worldcam.eu/webcams/africa/canary-islands/17978-lanzarote-airport
africa;canary islands;lanzarote arrieta playa de la garita;30468;https://worldcam.eu/webcams/africa/canary-islands/30468-lanzarote-arrieta-playa-de-la-garita
africa;canary islands;tenerife puerto de la cruz playa san telmo;15612;https://worldcam.eu/webcams/africa/canary-islands/15612-tenerife-puerto-de-la-cruz-playa-san-telmo
africa;canary islands;lanzarote arrecife puerto;456;https://worldcam.eu/webcams/africa/canary-islands/456-lanzarote-arrecife-puerto
africa;egypt;el gouna buzzha beach;18783;https://worldcam.eu/webcams/africa/egypt/18783-el-gouna-buzzha-beach
africa;canary islands;tenerife playa de las teresitas;19411;https://worldcam.eu/webcams/africa/canary-islands/19411-tenerife-playa-de-las-teresitas
africa;seychelles;mahe glacis;34187;https://worldcam.eu/webcams/africa/seychelles/34187-mahe-glacis
africa;south africa;malalane leopard creek country club;31538;https://worldcam.eu/webcams/africa/south-africa/31538-malalane-leopard-creek-country-club
africa;canary islands;fuerteventura el cotillo piedra playa;27566;https://worldcam.eu/webcams/africa/canary-islands/27566-fuerteventura-el-cotillo-piedra-playa
africa;canary islands;tenerife garachico caleton;18449;https://worldcam.eu/webcams/africa/canary-islands/18449-tenerife-garachico-caleton
africa;kenya;voi tsavo east national park;17828;https://worldcam.eu/webcams/africa/kenya/17828-voi-tsavo-east-national-park
africa;canary islands;gran canaria arguineguin el perchel beach;28637;https://worldcam.eu/webcams/africa/canary-islands/28637-gran-canaria-arguineguin-el-perchel-beach
africa;canary islands;tenerife costa adeje la caleta;30353;https://worldcam.eu/webcams/africa/canary-islands/30353-tenerife-costa-adeje-la-caleta
africa;canary islands;fuerteventura hotel melia gorriones;2667;https://worldcam.eu/webcams/africa/canary-islands/2667-fuerteventura-hotel-melia-gorriones
africa;tanzania;zanzibar nungwi beach;25123;https://worldcam.eu/webcams/africa/tanzania/25123-zanzibar-nungwi-beach
africa;canary islands;la palma santa cruz de la palma plaza de espana;31744;https://worldcam.eu/webcams/africa/canary-islands/31744-la-palma-santa-cruz-de-la-palma-plaza-de-espana
africa;canary islands;fuerteventura matas bay;17529;https://worldcam.eu/webcams/africa/canary-islands/17529-fuerteventura-matas-bay
africa;canary islands;gran canaria las palmas playa de las canteras;17572;https://worldcam.eu/webcams/africa/canary-islands/17572-gran-canaria-las-palmas-playa-de-las-canteras
africa;mauritius;flic en flac villa osumare;34687;https://worldcam.eu/webcams/africa/mauritius/34687-flic-en-flac-villa-osumare
africa;south africa;cape town intaka island century city;31315;https://worldcam.eu/webcams/africa/south-africa/31315-cape-town-intaka-island-century-city
africa;south africa;ballito beach;16641;https://worldcam.eu/webcams/africa/south-africa/16641-ballito-beach
africa;canary islands;gran canaria agaete las nieves beach;21796;https://worldcam.eu/webcams/africa/canary-islands/21796-gran-canaria-agaete-las-nieves-beach
africa;seychelles;mahe de quincey;32238;https://worldcam.eu/webcams/africa/seychelles/32238-mahe-de-quincey
africa;canary islands;gran canaria san felipe el roque;20625;https://worldcam.eu/webcams/africa/canary-islands/20625-gran-canaria-san-felipe-el-roque
africa;canary islands;fuerteventura corralejo bay;27120;https://worldcam.eu/webcams/africa/canary-islands/27120-fuerteventura-corralejo-bay
africa;canary islands;tenerife punta del hidalgo;18904;https://worldcam.eu/webcams/africa/canary-islands/18904-tenerife-punta-del-hidalgo
africa;south africa;cape town camps bay the bay hotel padel court;35862;https://worldcam.eu/webcams/africa/south-africa/35862-cape-town-camps-bay-the-bay-hotel-padel-court
africa;canary islands;gran canaria valleseco mirador balcon de zamora;35444;https://worldcam.eu/webcams/africa/canary-islands/35444-gran-canaria-valleseco-mirador-balcon-de-zamora
africa;canary islands;lanzarote valle de malpaso haria;27075;https://worldcam.eu/webcams/africa/canary-islands/27075-lanzarote-valle-de-malpaso-haria
africa;mauritius;poste de flacq oneonly le saint geran;21801;https://worldcam.eu/webcams/africa/mauritius/21801-poste-de-flacq-oneonly-le-saint-geran
africa;canary islands;gran canaria playa del ingles;10004;https://worldcam.eu/webcams/africa/canary-islands/10004-gran-canaria-playa-del-ingles
africa;tanzania;zanzibar nungwi;20350;https://worldcam.eu/webcams/africa/tanzania/20350-zanzibar-nungwi
africa;canary islands;gran canaria lomo quiebre puerto de mogan;29700;https://worldcam.eu/webcams/africa/canary-islands/29700-gran-canaria-lomo-quiebre-puerto-de-mogan
africa;morocco;taghazout beach;10012;https://worldcam.eu/webcams/africa/morocco/10012-taghazout-beach
africa;south africa;johannesburg wits university;30617;https://worldcam.eu/webcams/africa/south-africa/30617-johannesburg-wits-university
africa;south africa;kimberley kamfers dam flamingos;33794;https://worldcam.eu/webcams/africa/south-africa/33794-kimberley-kamfers-dam-flamingos
africa;kenya;watamu turtle bay beach club;6345;https://worldcam.eu/webcams/africa/kenya/6345-watamu-turtle-bay-beach-club
africa;canary islands;fuerteventura corralejo;17684;https://worldcam.eu/webcams/africa/canary-islands/17684-fuerteventura-corralejo
africa;tanzania;zanzibar kiwengwa;20307;https://worldcam.eu/webcams/africa/tanzania/20307-zanzibar-kiwengwa
africa;south africa;cape town lions head;35532;https://worldcam.eu/webcams/africa/south-africa/35532-cape-town-lions-head
africa;south africa;cape town twin towers three anchor bay;18149;https://worldcam.eu/webcams/africa/south-africa/18149-cape-town-twin-towers-three-anchor-bay
africa;canary islands;fuerteventura corralejo el charco de bristol;30470;https://worldcam.eu/webcams/africa/canary-islands/30470-fuerteventura-corralejo-el-charco-de-bristol
africa;mauritius;chemin grenier saint felix beach;29629;https://worldcam.eu/webcams/africa/mauritius/29629-chemin-grenier-saint-felix-beach
africa;namibia;swakopmund beach;30095;https://worldcam.eu/webcams/africa/namibia/30095-swakopmund-beach
africa;canary islands;gran canaria las palmas playa de las canteras;20607;https://worldcam.eu/webcams/africa/canary-islands/20607-gran-canaria-las-palmas-playa-de-las-canteras
africa;canary islands;fuerteventura airport;35284;https://worldcam.eu/webcams/africa/canary-islands/35284-fuerteventura-airport
africa;canary islands;gran canaria maspalomas playa del ingles;20603;https://worldcam.eu/webcams/africa/canary-islands/20603-gran-canaria-maspalomas-playa-del-ingles
africa;mauritius;bel ombre beach;29628;https://worldcam.eu/webcams/africa/mauritius/29628-bel-ombre-beach
africa;south africa;cape town clifton 4th beach;15114;https://worldcam.eu/webcams/africa/south-africa/15114-cape-town-clifton-4th-beach
africa;south africa;cape town morningstar airfield;17733;https://worldcam.eu/webcams/africa/south-africa/17733-cape-town-morningstar-airfield
africa;canary islands;el hierro timijiraque;35835;https://worldcam.eu/webcams/africa/canary-islands/35835-el-hierro-timijiraque
africa;canary islands;tenerife los realejos;29478;https://worldcam.eu/webcams/africa/canary-islands/29478-tenerife-los-realejos
africa;canary islands;gran canaria tejeda;30476;https://worldcam.eu/webcams/africa/canary-islands/30476-gran-canaria-tejeda
africa;kenya;great rift valley olkirimatian conservancy lentorre lodge;35071;https://worldcam.eu/webcams/africa/kenya/35071-great-rift-valley-olkirimatian-conservancy-lentorre-lodge
africa;south africa;george fancourt hotel and country club;32787;https://worldcam.eu/webcams/africa/south-africa/32787-george-fancourt-hotel-and-country-club
africa;south africa;graskop lisbon falls;28734;https://worldcam.eu/webcams/africa/south-africa/28734-graskop-lisbon-falls
africa;nigeria;lagos apapa container terminal inbound;26751;https://worldcam.eu/webcams/africa/nigeria/26751-lagos-apapa-container-terminal-inbound
africa;canary islands;gran canaria las palmas playa de la cicer;30475;https://worldcam.eu/webcams/africa/canary-islands/30475-gran-canaria-las-palmas-playa-de-la-cicer
africa;south africa;cape town muizenberg;32440;https://worldcam.eu/webcams/africa/south-africa/32440-cape-town-muizenberg
africa;south africa;djuma game reserve;17030;https://worldcam.eu/webcams/africa/south-africa/17030-djuma-game-reserve
africa;south africa;tygerberg hill table mountain;10020;https://worldcam.eu/webcams/africa/south-africa/10020-tygerberg-hill-table-mountain
africa;canary islands;fuerteventura corralejo;16694;https://worldcam.eu/webcams/africa/canary-islands/16694-fuerteventura-corralejo
africa;canary islands;lanzarote playa de las cucharas;13714;https://worldcam.eu/webcams/africa/canary-islands/13714-lanzarote-playa-de-las-cucharas
africa;kenya;laikipia mpala research center and wildlife foundation;13317;https://worldcam.eu/webcams/africa/kenya/13317-laikipia-mpala-research-center-and-wildlife-foundation
africa;south africa;cape town table mountain;17928;https://worldcam.eu/webcams/africa/south-africa/17928-cape-town-table-mountain
